shipping_id,order_id,carrier,shipping_method,warehouse_location,ship_date,delivery_date,shipping_cost,delivery_status
8003219,70018219,Purolator,Express,Toronto-ON,2026-10-27,2026-10-29,19.99,Delivered
8003220,70018220,DHL,Standard,Chicago-IL,2026-10-24,2026-11-02,12.99,Delivered
8003221,70018221,Canada Post,Standard,Edmonton-AB,2026-10-28,2026-11-04,9.99,Delivered
8003222,70018222,UPS,Expedited,Calgary-AB,2026-10-29,2026-11-01,14.99,Delivered
8003223,70018223,FedEx,Standard,Vancouver-BC,2026-10-26,2026-11-03,11.99,Delivered
8003224,70018224,Purolator,Express,Toronto-ON,2026-10-30,2026-11-01,19.99,Delivered
8003225,70018225,DHL,Standard,Chicago-IL,2026-10-27,2026-11-05,12.99,Delivered
8003226,70018226,Canada Post,Standard,Edmonton-AB,2026-10-31,2026-11-07,9.99,Delivered
8003227,70018227,UPS,Expedited,Calgary-AB,2026-11-01,2026-11-04,14.99,Delivered
8003228,70018228,FedEx,Standard,Vancouver-BC,2026-10-29,2026-11-06,11.99,Delivered
8003229,70018229,Purolator,Express,Toronto-ON,2026-11-02,2026-11-04,19.99,Delivered
8003230,70018230,DHL,Standard,Chicago-IL,2026-10-30,2026-11-08,12.99,Delivered
8003231,70018231,Canada Post,Standard,Edmonton-AB,2026-11-03,2026-11-10,9.99,Delivered
8003232,70018232,UPS,Expedited,Calgary-AB,2026-11-04,2026-11-07,14.99,Delivered
8003233,70018233,FedEx,Standard,Vancouver-BC,2026-11-01,2026-11-09,11.99,Delivered
8003234,70018234,Purolator,Express,Toronto-ON,2026-11-05,2026-11-07,19.99,Delivered
8003235,70018235,DHL,Standard,Chicago-IL,2026-11-02,2026-11-11,12.99,Delivered
8003236,70018236,Canada Post,Standard,Edmonton-AB,2026-11-06,2026-11-13,9.99,Delivered
8003237,70018237,UPS,Expedited,Calgary-AB,2026-11-07,2026-11-10,14.99,Delivered
8003238,70018238,FedEx,Standard,Vancouver-BC,2026-11-04,2026-11-12,11.99,Delivered
8003239,70018239,Purolator,Express,Toronto-ON,2026-11-08,2026-11-10,19.99,Delivered
8003240,70018240,DHL,Standard,Chicago-IL,2026-11-05,2026-11-14,12.99,Delivered
8003241,70018241,Canada Post,Standard,Edmonton-AB,2026-11-09,2026-11-16,9.99,Delivered
8003242,70018242,UPS,Expedited,Calgary-AB,2026-11-10,2026-11-13,14.99,Delivered
8003243,70018243,FedEx,Standard,Vancouver-BC,2026-11-07,2026-11-15,11.99,Delivered
8003244,70018244,Purolator,Express,Toronto-ON,2026-11-11,2026-11-13,19.99,Delivered
8003245,70018245,DHL,Standard,Chicago-IL,2026-11-08,2026-11-17,12.99,Delivered
8003246,70018246,Canada Post,Standard,Edmonton-AB,2026-11-12,2026-11-19,9.99,Delivered
8003247,70018247,UPS,Expedited,Calgary-AB,2026-11-13,2026-11-16,14.99,Delivered
8003248,70018248,FedEx,Standard,Vancouver-BC,2026-11-10,2026-11-18,11.99,Delivered
8003249,70018249,Purolator,Express,Toronto-ON,2026-11-14,2026-11-16,19.99,Delivered
8003250,70018250,DHL,Standard,Chicago-IL,2026-11-11,2026-11-20,12.99,Delivered
8003251,70018251,Canada Post,Standard,Edmonton-AB,2026-11-13,2026-11-20,9.99,Delivered
8003252,70018252,UPS,Expedited,Calgary-AB,2026-11-14,2026-11-17,14.99,Delivered
8003253,70018253,FedEx,Standard,Vancouver-BC,2026-11-11,2026-11-19,11.99,Delivered
8003254,70018254,Purolator,Express,Toronto-ON,2026-11-15,2026-11-17,19.99,Delivered
8003255,70018255,DHL,Standard,Chicago-IL,2026-11-12,2026-11-21,12.99,Delivered
8003256,70018256,Canada Post,Standard,Edmonton-AB,2026-11-16,2026-11-23,9.99,Delivered
8003257,70018257,UPS,Expedited,Calgary-AB,2026-11-17,2026-11-20,14.99,Delivered
8003258,70018258,FedEx,Standard,Vancouver-BC,2026-11-14,2026-11-22,11.99,Delivered
8003259,70018259,Purolator,Express,Toronto-ON,2026-11-18,2026-11-20,19.99,Delivered
8003260,70018260,DHL,Standard,Chicago-IL,2026-11-15,2026-11-24,12.99,Delivered
8003261,70018261,Canada Post,Standard,Edmonton-AB,2026-11-19,2026-11-26,9.99,Delivered
8003262,70018262,UPS,Expedited,Calgary-AB,2026-11-20,2026-11-23,14.99,Delivered
8003263,70018263,FedEx,Standard,Vancouver-BC,2026-11-17,2026-11-25,11.99,Delivered
8003264,70018264,Purolator,Express,Toronto-ON,2026-11-21,2026-11-23,19.99,Delivered
8003265,70018265,DHL,Standard,Chicago-IL,2026-11-18,2026-11-27,12.99,Delivered
8003266,70018266,Canada Post,Standard,Edmonton-AB,2026-11-22,2026-11-29,9.99,Delivered
8003267,70018267,UPS,Expedited,Calgary-AB,2026-11-23,2026-11-26,14.99,Delivered
8003268,70018268,FedEx,Standard,Vancouver-BC,2026-11-20,2026-11-28,11.99,Delivered
8003269,70018269,Purolator,Express,Toronto-ON,2026-11-24,2026-11-26,19.99,Delivered
8003270,70018270,DHL,Standard,Chicago-IL,2026-11-21,2026-11-30,12.99,Delivered
8003271,70018271,Canada Post,Standard,Edmonton-AB,2026-11-25,2026-12-02,9.99,Delivered
8003272,70018272,UPS,Expedited,Calgary-AB,2026-11-26,2026-11-29,14.99,Delivered
8003273,70018273,FedEx,Standard,Vancouver-BC,2026-11-23,2026-12-01,11.99,Delivered
8003274,70018274,Purolator,Express,Toronto-ON,2026-11-27,2026-11-29,19.99,Delivered
8003275,70018275,DHL,Standard,Chicago-IL,2026-11-24,2026-12-03,12.99,Delivered
8003276,70018276,Canada Post,Standard,Edmonton-AB,2026-11-28,2026-12-05,9.99,Delivered
8003277,70018277,UPS,Expedited,Calgary-AB,2026-11-29,2026-12-02,14.99,Delivered
8003278,70018278,FedEx,Standard,Vancouver-BC,2026-11-26,2026-12-04,11.99,Delivered
8003279,70018279,Purolator,Express,Toronto-ON,2026-11-30,2026-12-02,19.99,Delivered
8003280,70018280,DHL,Standard,Chicago-IL,2026-11-27,2026-12-06,12.99,Delivered
8003281,70018281,Canada Post,Standard,Edmonton-AB,2026-12-01,2026-12-08,9.99,Delivered
8003282,70018282,UPS,Expedited,Calgary-AB,2026-12-02,2026-12-05,14.99,Delivered
8003283,70018283,FedEx,Standard,Vancouver-BC,2026-11-29,2026-12-07,11.99,Delivered
8003284,70018284,Purolator,Express,Toronto-ON,2026-12-03,2026-12-05,19.99,Delivered
8003285,70018285,DHL,Standard,Chicago-IL,2026-11-30,2026-12-09,12.99,Delivered
8003286,70018286,Canada Post,Standard,Edmonton-AB,2026-12-04,2026-12-11,9.99,Delivered
8003287,70018287,UPS,Expedited,Calgary-AB,2026-12-05,2026-12-08,14.99,Delivered
8003288,70018288,FedEx,Standard,Vancouver-BC,2026-12-02,2026-12-10,11.99,Delivered
8003289,70018289,Purolator,Express,Toronto-ON,2026-12-06,2026-12-08,19.99,Delivered
8003290,70018290,DHL,Standard,Chicago-IL,2026-12-03,2026-12-12,12.99,Delivered
8003291,70018291,Canada Post,Standard,Edmonton-AB,2026-12-07,2026-12-14,9.99,Delivered
8003292,70018292,UPS,Expedited,Calgary-AB,2026-12-08,2026-12-11,14.99,Delivered
8003293,70018293,FedEx,Standard,Vancouver-BC,2026-12-05,2026-12-13,11.99,Delivered
8003294,70018294,Purolator,Express,Toronto-ON,2026-12-09,2026-12-11,19.99,Delivered
8003295,70018295,DHL,Standard,Chicago-IL,2026-12-06,2026-12-15,12.99,Delivered
8003296,70018296,Canada Post,Standard,Edmonton-AB,2026-12-10,2026-12-17,9.99,Delivered
8003297,70018297,UPS,Expedited,Calgary-AB,2026-12-11,2026-12-14,14.99,Delivered
8003298,70018298,FedEx,Standard,Vancouver-BC,2026-12-08,2026-12-16,11.99,Delivered
8003299,70018299,Purolator,Express,Toronto-ON,2026-12-12,2026-12-14,19.99,Delivered
8003300,70018300,DHL,Standard,Chicago-IL,2026-12-09,2026-12-18,12.99,Delivered
8003301,70018301,Canada Post,Standard,Edmonton-AB,2026-12-10,2026-12-17,9.99,Delivered
8003302,70018302,UPS,Expedited,Calgary-AB,2026-12-11,2026-12-14,14.99,Delivered
8003303,70018303,FedEx,Standard,Vancouver-BC,2026-12-08,2026-12-16,11.99,Delivered
8003304,70018304,Purolator,Express,Toronto-ON,2026-12-12,2026-12-14,19.99,Delivered
8003305,70018305,DHL,Standard,Chicago-IL,2026-12-09,2026-12-18,12.99,Delivered
8003306,70018306,Canada Post,Standard,Edmonton-AB,2026-12-13,2026-12-20,9.99,Delivered
8003307,70018307,UPS,Expedited,Calgary-AB,2026-12-14,2026-12-17,14.99,Delivered
8003308,70018308,FedEx,Standard,Vancouver-BC,2026-12-11,2026-12-19,11.99,Delivered
8003309,70018309,Purolator,Express,Toronto-ON,2026-12-15,2026-12-17,19.99,Delivered
8003310,70018310,DHL,Standard,Chicago-IL,2026-12-12,2026-12-21,12.99,Delivered
8003311,70018311,Canada Post,Standard,Edmonton-AB,2026-12-16,2026-12-23,9.99,Delivered
8003312,70018312,UPS,Expedited,Calgary-AB,2026-12-17,2026-12-20,14.99,Delivered
8003313,70018313,FedEx,Standard,Vancouver-BC,2026-12-14,2026-12-22,11.99,Delivered
8003314,70018314,Purolator,Express,Toronto-ON,2026-12-18,2026-12-20,19.99,Delivered
8003315,70018315,DHL,Standard,Chicago-IL,2026-12-15,2026-12-24,12.99,Delivered
8003316,70018316,Canada Post,Standard,Edmonton-AB,2026-12-19,2026-12-26,9.99,Delivered
8003317,70018317,UPS,Expedited,Calgary-AB,2026-12-20,2026-12-23,14.99,Delivered
8003318,70018318,FedEx,Standard,Vancouver-BC,2026-12-17,2026-12-25,11.99,Delivered
8003319,70018319,Purolator,Express,Toronto-ON,2026-12-21,2026-12-23,19.99,Delivered
8003320,70018320,DHL,Standard,Chicago-IL,2026-12-18,2026-12-27,12.99,Delivered
8003321,70018321,Canada Post,Standard,Edmonton-AB,2026-12-22,2026-12-29,9.99,Delivered
8003322,70018322,UPS,Expedited,Calgary-AB,2026-12-23,2026-12-26,14.99,Delivered
8003323,70018323,FedEx,Standard,Vancouver-BC,2026-12-20,2026-12-28,11.99,Delivered
8003324,70018324,Purolator,Express,Toronto-ON,2026-12-24,2026-12-26,19.99,Delivered
8003325,70018325,DHL,Standard,Chicago-IL,2026-12-21,2026-12-30,12.99,Delivered
8003326,70018326,Canada Post,Standard,Edmonton-AB,2026-12-25,2027-01-01,9.99,Delivered
8003327,70018327,UPS,Expedited,Calgary-AB,2026-12-26,2026-12-29,14.99,Delivered
8003328,70018328,FedEx,Standard,Vancouver-BC,2026-12-23,2026-12-31,11.99,Delivered
8003329,70018329,Purolator,Express,Toronto-ON,2026-12-27,2026-12-29,19.99,Delivered
8003330,70018330,DHL,Standard,Chicago-IL,2026-12-24,2027-01-02,12.99,Delivered
8003331,70018331,Canada Post,Standard,Edmonton-AB,2026-12-28,2027-01-04,9.99,Delivered
8003332,70018332,UPS,Expedited,Calgary-AB,2026-12-29,2027-01-01,14.99,Delivered
8003333,70018333,FedEx,Standard,Vancouver-BC,2026-12-26,2027-01-03,11.99,Delivered
8003334,70018334,Purolator,Express,Toronto-ON,2026-12-30,2027-01-01,19.99,Delivered
8003335,70018335,DHL,Standard,Chicago-IL,2026-12-27,2027-01-05,12.99,Delivered
8003336,70018336,Canada Post,Standard,Edmonton-AB,2026-12-31,2027-01-07,9.99,Delivered
8003337,70018337,UPS,Expedited,Calgary-AB,2027-01-01,2027-01-04,14.99,Delivered
8003338,70018338,FedEx,Standard,Vancouver-BC,2026-12-29,2027-01-06,11.99,Delivered
8003339,70018339,Purolator,Express,Toronto-ON,2027-01-02,2027-01-04,19.99,Delivered
8003340,70018340,DHL,Standard,Chicago-IL,2026-12-30,2027-01-08,12.99,Delivered
8003341,70018341,Canada Post,Standard,Edmonton-AB,2027-01-03,2027-01-10,9.99,Delivered
8003342,70018342,UPS,Expedited,Calgary-AB,2027-01-04,2027-01-07,14.99,Delivered
8003343,70018343,FedEx,Standard,Vancouver-BC,2027-01-01,2027-01-09,11.99,Delivered
8003344,70018344,Purolator,Express,Toronto-ON,2027-01-05,2027-01-07,19.99,Delivered
8003345,70018345,DHL,Standard,Chicago-IL,2027-01-02,2027-01-11,12.99,Delivered
8003346,70018346,Canada Post,Standard,Edmonton-AB,2027-01-06,2027-01-13,9.99,Delivered
8003347,70018347,UPS,Expedited,Calgary-AB,2027-01-07,2027-01-10,14.99,Delivered
8003348,70018348,FedEx,Standard,Vancouver-BC,2027-01-04,2027-01-12,11.99,Delivered
8003349,70018349,Purolator,Express,Toronto-ON,2027-01-08,2027-01-10,19.99,Delivered
8003350,70018350,DHL,Standard,Chicago-IL,2027-01-05,2027-01-14,12.99,Delivered
8003351,70018351,Canada Post,Standard,Edmonton-AB,2027-01-07,2027-01-14,9.99,Delivered
8003352,70018352,UPS,Expedited,Calgary-AB,2027-01-08,2027-01-11,14.99,Delivered
8003353,70018353,FedEx,Standard,Vancouver-BC,2027-01-05,2027-01-13,11.99,Delivered
8003354,70018354,Purolator,Express,Toronto-ON,2027-01-09,2027-01-11,19.99,Delivered
8003355,70018355,DHL,Standard,Chicago-IL,2027-01-06,2027-01-15,12.99,Delivered
8003356,70018356,Canada Post,Standard,Edmonton-AB,2027-01-10,2027-01-17,9.99,Delivered
8003357,70018357,UPS,Expedited,Calgary-AB,2027-01-11,2027-01-14,14.99,Delivered
8003358,70018358,FedEx,Standard,Vancouver-BC,2027-01-08,2027-01-16,11.99,Delivered
8003359,70018359,Purolator,Express,Toronto-ON,2027-01-12,2027-01-14,19.99,Delivered
8003360,70018360,DHL,Standard,Chicago-IL,2027-01-09,2027-01-18,12.99,Delivered
8003361,70018361,Canada Post,Standard,Edmonton-AB,2027-01-13,2027-01-20,9.99,Delivered
8003362,70018362,UPS,Expedited,Calgary-AB,2027-01-14,2027-01-17,14.99,Delivered
8003363,70018363,FedEx,Standard,Vancouver-BC,2027-01-11,2027-01-19,11.99,Delivered
8003364,70018364,Purolator,Express,Toronto-ON,2027-01-15,2027-01-17,19.99,Delivered
8003365,70018365,DHL,Standard,Chicago-IL,2027-01-12,2027-01-21,12.99,Delivered
8003366,70018366,Canada Post,Standard,Edmonton-AB,2027-01-16,2027-01-23,9.99,Delivered
8003367,70018367,UPS,Expedited,Calgary-AB,2027-01-17,2027-01-20,14.99,Delivered
8003368,70018368,FedEx,Standard,Vancouver-BC,2027-01-14,2027-01-22,11.99,Delivered
8003369,70018369,Purolator,Express,Toronto-ON,2027-01-18,2027-01-20,19.99,Delivered
8003370,70018370,DHL,Standard,Chicago-IL,2027-01-15,2027-01-24,12.99,Delivered
8003371,70018371,Canada Post,Standard,Edmonton-AB,2027-01-19,2027-01-26,9.99,Delivered
8003372,70018372,UPS,Expedited,Calgary-AB,2027-01-20,2027-01-23,14.99,Delivered
8003373,70018373,FedEx,Standard,Vancouver-BC,2027-01-17,2027-01-25,11.99,Delivered
8003374,70018374,Purolator,Express,Toronto-ON,2027-01-21,2027-01-23,19.99,Delivered
8003375,70018375,DHL,Standard,Chicago-IL,2027-01-18,2027-01-27,12.99,Delivered
8003376,70018376,Canada Post,Standard,Edmonton-AB,2027-01-22,2027-01-29,9.99,Delivered
8003377,70018377,UPS,Expedited,Calgary-AB,2027-01-23,2027-01-26,14.99,Delivered
8003378,70018378,FedEx,Standard,Vancouver-BC,2027-01-20,2027-01-28,11.99,Delivered
8003379,70018379,Purolator,Express,Toronto-ON,2027-01-24,2027-01-26,19.99,Delivered
8003380,70018380,DHL,Standard,Chicago-IL,2027-01-21,2027-01-30,12.99,Delivered
8003381,70018381,Canada Post,Standard,Edmonton-AB,2027-01-25,2027-02-01,9.99,Delivered
8003382,70018382,UPS,Expedited,Calgary-AB,2027-01-26,2027-01-29,14.99,Delivered
8003383,70018383,FedEx,Standard,Vancouver-BC,2027-01-23,2027-01-31,11.99,Delivered
8003384,70018384,Purolator,Express,Toronto-ON,2027-01-27,2027-01-29,19.99,Delivered
8003385,70018385,DHL,Standard,Chicago-IL,2027-01-24,2027-02-02,12.99,Delivered
8003386,70018386,Canada Post,Standard,Edmonton-AB,2027-01-28,2027-02-04,9.99,Delivered
8003387,70018387,UPS,Expedited,Calgary-AB,2027-01-29,2027-02-01,14.99,Delivered
8003388,70018388,FedEx,Standard,Vancouver-BC,2027-01-26,2027-02-03,11.99,Delivered
8003389,70018389,Purolator,Express,Toronto-ON,2027-01-30,2027-02-01,19.99,Delivered
8003390,70018390,DHL,Standard,Chicago-IL,2027-01-27,2027-02-05,12.99,Delivered
8003391,70018391,Canada Post,Standard,Edmonton-AB,2027-01-31,2027-02-07,9.99,Delivered
8003392,70018392,UPS,Expedited,Calgary-AB,2027-02-01,2027-02-04,14.99,Delivered
8003393,70018393,FedEx,Standard,Vancouver-BC,2027-01-29,2027-02-06,11.99,Delivered
8003394,70018394,Purolator,Express,Toronto-ON,2027-02-02,2027-02-04,19.99,Delivered
8003395,70018395,DHL,Standard,Chicago-IL,2027-01-30,2027-02-08,12.99,Delivered
8003396,70018396,Canada Post,Standard,Edmonton-AB,2027-02-03,2027-02-10,9.99,Delivered
8003397,70018397,UPS,Expedited,Calgary-AB,2027-02-04,2027-02-07,14.99,Delivered
8003398,70018398,FedEx,Standard,Vancouver-BC,2027-02-01,2027-02-09,11.99,Delivered
8003399,70018399,Purolator,Express,Toronto-ON,2027-02-05,2027-02-07,19.99,Delivered
8003400,70018400,DHL,Standard,Chicago-IL,2027-02-02,2027-02-11,12.99,Delivered
8003401,70018401,Canada Post,Standard,Edmonton-AB,2027-02-03,2027-02-10,9.99,Delivered
8003402,70018402,UPS,Expedited,Calgary-AB,2027-02-04,2027-02-07,14.99,Delivered
8003403,70018403,FedEx,Standard,Vancouver-BC,2027-02-01,2027-02-09,11.99,Delivered
8003404,70018404,Purolator,Express,Toronto-ON,2027-02-05,2027-02-07,19.99,Delivered
8003405,70018405,DHL,Standard,Chicago-IL,2027-02-02,2027-02-11,12.99,Delivered
8003406,70018406,Canada Post,Standard,Edmonton-AB,2027-02-06,2027-02-13,9.99,Delivered
8003407,70018407,UPS,Expedited,Calgary-AB,2027-02-07,2027-02-10,14.99,Delivered
8003408,70018408,FedEx,Standard,Vancouver-BC,2027-02-04,2027-02-12,11.99,Delivered
8003409,70018409,Purolator,Express,Toronto-ON,2027-02-08,2027-02-10,19.99,Delivered
8003410,70018410,DHL,Standard,Chicago-IL,2027-02-05,2027-02-14,12.99,Delivered
8003411,70018411,Canada Post,Standard,Edmonton-AB,2027-02-09,2027-02-16,9.99,Delivered
8003412,70018412,UPS,Expedited,Calgary-AB,2027-02-10,2027-02-13,14.99,Delivered
8003413,70018413,FedEx,Standard,Vancouver-BC,2027-02-07,2027-02-15,11.99,Delivered
8003414,70018414,Purolator,Express,Toronto-ON,2027-02-11,2027-02-13,19.99,Delivered
8003415,70018415,DHL,Standard,Chicago-IL,2027-02-08,2027-02-17,12.99,Delivered
8003416,70018416,Canada Post,Standard,Edmonton-AB,2027-02-12,2027-02-19,9.99,Delivered
8003417,70018417,UPS,Expedited,Calgary-AB,2027-02-13,2027-02-16,14.99,Delivered
8003418,70018418,FedEx,Standard,Vancouver-BC,2027-02-10,2027-02-18,11.99,Delivered
8003419,70018419,Purolator,Express,Toronto-ON,2027-02-14,2027-02-16,19.99,Delivered
8003420,70018420,DHL,Standard,Chicago-IL,2027-02-11,2027-02-20,12.99,Delivered
8003421,70018421,Canada Post,Standard,Edmonton-AB,2027-02-15,2027-02-22,9.99,Delivered
8003422,70018422,UPS,Expedited,Calgary-AB,2027-02-16,2027-02-19,14.99,Delivered
8003423,70018423,FedEx,Standard,Vancouver-BC,2027-02-13,2027-02-21,11.99,Delivered
8003424,70018424,Purolator,Express,Toronto-ON,2027-02-17,2027-02-19,19.99,Delivered
8003425,70018425,DHL,Standard,Chicago-IL,2027-02-14,2027-02-23,12.99,Delivered
8003426,70018426,Canada Post,Standard,Edmonton-AB,2027-02-18,2027-02-25,9.99,Delivered
8003427,70018427,UPS,Expedited,Calgary-AB,2027-02-19,2027-02-22,14.99,Delivered
8003428,70018428,FedEx,Standard,Vancouver-BC,2027-02-16,2027-02-24,11.99,Delivered
8003429,70018429,Purolator,Express,Toronto-ON,2027-02-20,2027-02-22,19.99,Delivered
8003430,70018430,DHL,Standard,Chicago-IL,2027-02-17,2027-02-26,12.99,Delivered
8003431,70018431,Canada Post,Standard,Edmonton-AB,2027-02-21,2027-02-28,9.99,Delivered
8003432,70018432,UPS,Expedited,Calgary-AB,2027-02-22,2027-02-25,14.99,Delivered
8003433,70018433,FedEx,Standard,Vancouver-BC,2027-02-19,2027-02-27,11.99,Delivered
8003434,70018434,Purolator,Express,Toronto-ON,2027-02-23,2027-02-25,19.99,Delivered
8003435,70018435,DHL,Standard,Chicago-IL,2027-02-20,2027-03-01,12.99,Delivered
8003436,70018436,Canada Post,Standard,Edmonton-AB,2027-02-24,2027-03-03,9.99,Delivered
8003437,70018437,UPS,Expedited,Calgary-AB,2027-02-25,2027-02-28,14.99,Delivered
8003438,70018438,FedEx,Standard,Vancouver-BC,2027-02-22,2027-03-02,11.99,Delivered
8003439,70018439,Purolator,Express,Toronto-ON,2027-02-26,2027-02-28,19.99,Delivered
8003440,70018440,DHL,Standard,Chicago-IL,2027-02-23,2027-03-04,12.99,Delivered
8003441,70018441,Canada Post,Standard,Edmonton-AB,2027-02-27,2027-03-06,9.99,Delivered
8003442,70018442,UPS,Expedited,Calgary-AB,2027-02-28,2027-03-03,14.99,Delivered
8003443,70018443,FedEx,Standard,Vancouver-BC,2027-02-25,2027-03-05,11.99,Delivered
8003444,70018444,Purolator,Express,Toronto-ON,2027-03-01,2027-03-03,19.99,Delivered
8003445,70018445,DHL,Standard,Chicago-IL,2027-02-26,2027-03-07,12.99,Delivered
8003446,70018446,Canada Post,Standard,Edmonton-AB,2027-03-02,2027-03-09,9.99,Delivered
8003447,70018447,UPS,Expedited,Calgary-AB,2027-03-03,2027-03-06,14.99,Delivered
8003448,70018448,FedEx,Standard,Vancouver-BC,2027-02-28,2027-03-08,11.99,Delivered
8003449,70018449,Purolator,Express,Toronto-ON,2027-03-04,2027-03-06,19.99,Delivered
8003450,70018450,DHL,Standard,Chicago-IL,2027-03-01,2027-03-10,12.99,Delivered
8003451,70018451,Canada Post,Standard,Edmonton-AB,2027-03-03,2027-03-10,9.99,Delivered
8003452,70018452,UPS,Expedited,Calgary-AB,2027-03-04,2027-03-07,14.99,Delivered
8003453,70018453,FedEx,Standard,Vancouver-BC,2027-03-01,2027-03-09,11.99,Delivered
8003454,70018454,Purolator,Express,Toronto-ON,2027-03-05,2027-03-07,19.99,Delivered
8003455,70018455,DHL,Standard,Chicago-IL,2027-03-02,2027-03-11,12.99,Delivered
8003456,70018456,Canada Post,Standard,Edmonton-AB,2027-03-06,2027-03-13,9.99,Delivered
8003457,70018457,UPS,Expedited,Calgary-AB,2027-03-07,2027-03-10,14.99,Delivered
8003458,70018458,FedEx,Standard,Vancouver-BC,2027-03-04,2027-03-12,11.99,Delivered
8003459,70018459,Purolator,Express,Toronto-ON,2027-03-08,2027-03-10,19.99,Delivered
8003460,70018460,DHL,Standard,Chicago-IL,2027-03-05,2027-03-14,12.99,Delivered
8003461,70018461,Canada Post,Standard,Edmonton-AB,2027-03-09,2027-03-16,9.99,Delivered
8003462,70018462,UPS,Expedited,Calgary-AB,2027-03-10,2027-03-13,14.99,Delivered
8003463,70018463,FedEx,Standard,Vancouver-BC,2027-03-07,2027-03-15,11.99,Delivered
8003464,70018464,Purolator,Express,Toronto-ON,2027-03-11,2027-03-13,19.99,Delivered
8003465,70018465,DHL,Standard,Chicago-IL,2027-03-08,2027-03-17,12.99,Delivered
8003466,70018466,Canada Post,Standard,Edmonton-AB,2027-03-12,2027-03-19,9.99,Delivered
8003467,70018467,UPS,Expedited,Calgary-AB,2027-03-13,2027-03-16,14.99,Delivered
8003468,70018468,FedEx,Standard,Vancouver-BC,2027-03-10,2027-03-18,11.99,Delivered
8003469,70018469,Purolator,Express,Toronto-ON,2027-03-14,2027-03-16,19.99,Delivered
8003470,70018470,DHL,Standard,Chicago-IL,2027-03-11,2027-03-20,12.99,Delivered
8003471,70018471,Canada Post,Standard,Edmonton-AB,2027-03-15,2027-03-22,9.99,Delivered
8003472,70018472,UPS,Expedited,Calgary-AB,2027-03-16,2027-03-19,14.99,Delivered
8003473,70018473,FedEx,Standard,Vancouver-BC,2027-03-13,2027-03-21,11.99,Delivered
8003474,70018474,Purolator,Express,Toronto-ON,2027-03-17,2027-03-19,19.99,Delivered
8003475,70018475,DHL,Standard,Chicago-IL,2027-03-14,2027-03-23,12.99,Delivered
8003476,70018476,Canada Post,Standard,Edmonton-AB,2027-03-18,2027-03-25,9.99,Delivered
8003477,70018477,UPS,Expedited,Calgary-AB,2027-03-19,2027-03-22,14.99,Delivered
8003478,70018478,FedEx,Standard,Vancouver-BC,2027-03-16,2027-03-24,11.99,Delivered
8003479,70018479,Purolator,Express,Toronto-ON,2027-03-20,2027-03-22,19.99,Delivered
8003480,70018480,DHL,Standard,Chicago-IL,2027-03-17,2027-03-26,12.99,Delivered
8003481,70018481,Canada Post,Standard,Edmonton-AB,2027-03-21,2027-03-28,9.99,Delivered
8003482,70018482,UPS,Expedited,Calgary-AB,2027-03-22,2027-03-25,14.99,Delivered
8003483,70018483,FedEx,Standard,Vancouver-BC,2027-03-19,2027-03-27,11.99,Delivered
8003484,70018484,Purolator,Express,Toronto-ON,2027-03-23,2027-03-25,19.99,Delivered
8003485,70018485,DHL,Standard,Chicago-IL,2027-03-20,2027-03-29,12.99,Delivered
8003486,70018486,Canada Post,Standard,Edmonton-AB,2027-03-24,2027-03-31,9.99,Delivered
8003487,70018487,UPS,Expedited,Calgary-AB,2027-03-25,2027-03-28,14.99,Delivered
8003488,70018488,FedEx,Standard,Vancouver-BC,2027-03-22,2027-03-30,11.99,Delivered
8003489,70018489,Purolator,Express,Toronto-ON,2027-03-26,2027-03-28,19.99,Delivered
8003490,70018490,DHL,Standard,Chicago-IL,2027-03-23,2027-04-01,12.99,Delivered
8003491,70018491,Canada Post,Standard,Edmonton-AB,2027-03-27,2027-04-03,9.99,Delivered
8003492,70018492,UPS,Expedited,Calgary-AB,2027-03-28,2027-03-31,14.99,Delivered
8003493,70018493,FedEx,Standard,Vancouver-BC,2027-03-25,2027-04-02,11.99,Delivered
8003494,70018494,Purolator,Express,Toronto-ON,2027-03-29,2027-03-31,19.99,Delivered
8003495,70018495,DHL,Standard,Chicago-IL,2027-03-26,2027-04-04,12.99,Delivered
8003496,70018496,Canada Post,Standard,Edmonton-AB,2027-03-30,2027-04-06,9.99,Delivered
8003497,70018497,UPS,Expedited,Calgary-AB,2027-03-31,2027-04-03,14.99,Delivered
8003498,70018498,FedEx,Standard,Vancouver-BC,2027-03-28,2027-04-05,11.99,Delivered
8003499,70018499,Purolator,Express,Toronto-ON,2027-04-01,2027-04-03,19.99,Delivered
8003500,70018500,DHL,Standard,Chicago-IL,2027-03-29,2027-04-07,12.99,Delivered
8003501,70018501,Canada Post,Standard,Edmonton-AB,2027-03-30,2027-04-06,9.99,Delivered
8003502,70018502,UPS,Expedited,Calgary-AB,2027-03-31,2027-04-03,14.99,Delivered
8003503,70018503,FedEx,Standard,Vancouver-BC,2027-03-28,2027-04-05,11.99,Delivered
8003504,70018504,Purolator,Express,Toronto-ON,2027-04-01,2027-04-03,19.99,Delivered
8003505,70018505,DHL,Standard,Chicago-IL,2027-03-29,2027-04-07,12.99,Delivered
8003506,70018506,Canada Post,Standard,Edmonton-AB,2027-04-02,2027-04-09,9.99,Delivered
8003507,70018507,UPS,Expedited,Calgary-AB,2027-04-03,2027-04-06,14.99,Delivered
